/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-BB-01-01.npy|black beauty : the autobiography of a horse .~|0 2 3 4 5 6 7 8|1 4 4 1 7 7 4 1|amod punct det appos case det nmod punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-BB-02-38.npy|while my mother was saying this we stood and looked on .~|0 1 2 3 4 5 6 8 9 10 11|4 2 4 4 7 4 7 9 7 9 7|mark nmod:poss nsubj aux advcl obj nsubj cc conj advmod punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-BB-02-39.npy|many of the riders had gone to the young man ; but my master , who had been watching what was going on , was the first to raise him .~|0 1 2 3 4 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30|5 3 3 0 5 9 9 9 5 26 26 13 26 13 18 18 18 13 21 21 18 21 26 26 26 5 28 26 28 5|nsubj case det nmod aux case det amod obl punct cc nmod:poss nsubj punct nsubj aux aux acl:relcl nsubj aux ccomp compound:prt punct cop det conj mark advcl obj punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-BB-02-40.npy|his head fell back and his arms hung down , and every one looked very serious .~|0 1 3 4 5 6 7 8 9 10 11 12 13 14 15 16|1 2 2 7 6 7 2 7 13 13 12 13 2 15 13 2|nmod:poss nsubj advmod cc nmod:poss nsubj conj compound:prt punct cc det nsubj conj advmod xcomp punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-BB-02-41.npy|there was no noise now ; even the dogs were quiet , and seemed to know that something was wrong .~|0 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20|1 3 1 1 1 10 8 10 10 1 13 13 10 15 13 19 19 19 15 1|expl det nsubj advmod punct advmod det nsubj cop parataxis punct cc conj mark xcomp mark nsubj cop ccomp punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-BB-02-42.npy|they carried him to our master's house .~|0 2 3 4 5 6 7 8|1 1 7 5 7 5 1 1|nsubj obj case nmod:poss nmod:poss case obl punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-BB-02-43.npy|i heard afterward that it was young george gordon , the squire's only son , a fine , tall young man , and the pride of his family .~|0 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29|1 1 6 6 6 1 6 7 14 11 14 11 14 7 21 21 21 21 21 21 14 25 25 25 7 28 28 25 1|nsubj advmod mark nsubj cop ccomp nsubj flat punct det nmod:poss case amod appos punct det amod punct amod amod conj punct cc det conj case nmod:poss nmod punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-BB-02-44.npy|there was now riding off in all directions to the doctor's , to the farrier 's , and no doubt to squire gordon's , to let him know about his son .~|0 1 2 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33|3 3 3 3 7 7 3 10 10 7 10 15 15 15 3 15 20 20 20 7 22 20 22 23 27 27 22 27 27 32 32 29 3|expl aux advmod compound:prt case det obl case det nmod case punct case det obl case punct cc det conj mark acl obj case punct mark advcl obj xcomp case nmod:poss obl punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-BB-02-45.npy|when mister bond , the farrier , came to look at the black horse that lay groaning on the grass , he felt him all over , and shook his head ; one of his legs was broken .~|0 1 2 3 4 5 6 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38|7 2 7 7 5 7 7 9 7 13 13 13 9 15 13 15 19 19 16 22 22 7 22 25 22 28 28 22 30 28 37 37 35 35 32 37 7 7|mark compound advcl punct det nsubj punct mark xcomp case det amod obl nsubj acl:relcl xcomp case det obl punct nsubj parataxis obj advmod advmod punct cc conj nmod:poss obj punct nsubj case nmod:poss nmod cop parataxis punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-BB-02-46.npy|then some one ran to our master's house and came back with a gun ; presently there was a loud bang and a dreadful shriek , and then all was still ; the black horse moved no more .~|0 1 2 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39|3 2 3 8 6 8 6 3 10 3 10 14 14 10 18 18 18 3 21 21 18 25 25 25 21 31 31 31 31 31 18 36 35 35 36 18 38 36 3|advmod det nsubj case nmod:poss nmod:poss case obl cc conj advmod case det obl punct advmod expl parataxis det amod nsubj cc det amod conj punct cc advmod nsubj cop conj punct det amod nsubj parataxis advmod advmod punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-BB-02-47.npy|my mother seemed much troubled ; she said she had known that horse for years , and that his name was rob roy ; he was a good bold horse , and there was no vice in him .~|0 1 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38|1 2 4 2 2 7 2 10 10 7 12 10 14 10 22 22 22 19 22 22 22 2 29 29 29 29 29 29 2 33 33 33 29 35 33 37 35 2|nmod:poss nsubj advmod xcomp punct nsubj parataxis nsubj aux ccomp det obj case obl punct cc mark nmod:poss nsubj cop amod conj punct nsubj cop det amod amod parataxis punct cc expl conj det nsubj case nmod punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-BB-02-48.npy|she never would go to that part of the field afterward .~|0 1 2 4 5 6 7 8 9 10 11|3 3 3 6 6 3 9 9 6 3 3|nsubj advmod aux case det obl case det nmod advmod punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-BB-02-50.npy|they were carrying young gordon to the churchyard to bury him .~|0 1 3 4 5 6 7 8 9 10 11|2 2 4 2 7 7 2 9 2 9 2|nsubj aux amod obj case det obl mark advcl obj punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-BB-02-51.npy|he would never ride again .~|0 1 2 4 5|3 3 3 3 3|nsubj aux advmod advmod punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-BB-02-52.npy|what they did with rob roy i never knew ; but twas all for one little hare .~|0 1 2 3 4 5 6 7 9 10 11 12 13 14 15 16 17|8 2 0 4 2 4 8 8 11 11 8 11 16 16 16 11 8|obj nsubj acl:relcl case obl flat nsubj advmod punct cc conj obj case nummod amod obl punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-BB-03-01.npy|chapter three .~|1 2|0 0|nummod punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-BB-03-02.npy|my breaking in .~|0 2 3|1 1 1|nmod:poss compound:prt punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-BB-03-03.npy|i was now beginning to grow handsome ; my coat had grown fine and soft , and was bright black .~|0 1 2 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20|3 3 3 5 3 5 11 9 11 11 3 11 14 12 19 19 19 19 11 3|nsubj aux advmod mark xcomp xcomp punct nmod:poss nsubj aux parataxis xcomp cc conj punct cc cop amod conj punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-BB-03-04.npy|i had one white foot and a pretty white star on my forehead .~|0 2 3 4 5 6 7 8 9 10 11 12 13|1 4 4 1 9 9 8 9 4 12 12 9 1|nsubj nummod amod obj cc det advmod amod conj case nmod:poss nmod punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-BB-03-05.npy|i was thought very handsome ; my master would not sell me till i was four years old ; he said lads ought not to work like men , and colts ought not to work like horses till they were quite grown up .~|0 1 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43|2 2 4 2 2 7 10 10 10 2 10 17 17 17 16 17 10 2 20 2 22 20 25 25 22 27 25 31 31 31 20 34 34 31 36 34 41 41 41 41 34 41 2|nsubj aux:pass advmod xcomp punct nmod:poss nsubj aux advmod parataxis obj mark nsubj cop nummod obl:npmod advcl punct nsubj parataxis nsubj ccomp advmod mark xcomp case obl punct cc nsubj conj advmod mark xcomp case obl mark nsubj:pass aux:pass advmod advcl compound:prt punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-BB-03-06.npy|when i was four years old squire gordon came to look at me .~|0 1 2 3 4 5 6 7 9 10 11 12 13|5 5 5 4 5 8 8 8 10 8 12 10 8|mark nsubj cop nummod obl:npmod advcl advcl nsubj mark xcomp case obl punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-BB-03-07.npy|he examined my eyes , my mouth , and my legs ; he felt them all down ; and then i had to walk and trot and gallop before him .~|0 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30|1 3 1 6 6 3 10 10 10 3 1 13 1 13 14 13 1 21 21 21 1 23 21 25 23 27 23 29 27 1|nsubj nmod:poss obj punct nmod:poss conj punct cc nmod:poss conj punct nsubj parataxis obj det advmod punct cc advmod nsubj conj mark xcomp cc conj cc conj case obl punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-BB-03-08.npy|he seemed to like me , and said , when he has been well broken in he will do very well .~|0 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21|1 3 1 3 7 7 1 18 14 14 14 14 14 18 14 18 18 7 20 18 1|nsubj mark xcomp obj punct cc conj punct mark nsubj:pass aux aux:pass advmod advcl obl nsubj aux ccomp advmod advmod punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-BB-03-09.npy|my master said he would break me in himself , as he should not like me to be frightened or hurt , and he lost no time about it , for the next day he began .~|0 1 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36|1 2 5 5 2 5 8 5 5 14 14 14 14 5 14 18 18 14 20 18 24 24 24 2 26 24 28 26 24 33 33 33 35 35 2 2|nmod:poss nsubj nsubj aux ccomp obj case obl punct mark nsubj aux advmod advcl obj mark aux:pass xcomp cc conj punct cc nsubj conj det obj case nmod punct case det amod obl nsubj parataxis punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-BB-03-10.npy|every one may not know what breaking in is , therefore i will describe it .~|0 1 2 3 5 6 7 8 9 10 11 12 13 14 15|1 4 4 4 6 4 6 6 4 13 13 13 4 13 4|det nsubj aux advmod nsubj ccomp obl cop punct advmod nsubj aux parataxis obj punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-BB-03-11.npy|it means to teach a horse to wear a saddle and bridle , and to carry on his back a man , woman or child ; to go just the way they wish , and to go quietly .~|0 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38|1 3 1 5 3 7 3 9 7 11 9 15 15 15 7 18 18 15 20 15 22 20 24 20 27 27 15 30 30 27 32 30 36 36 36 27 36 1|nsubj mark xcomp det obj mark advcl det obj cc conj punct cc mark conj case nmod:poss obl det obj punct conj cc conj punct mark advcl advmod det obj nsubj acl:relcl punct cc mark conj advmod punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-BB-03-14.npy|so you see this breaking in is a great thing .~|0 1 3 4 5 6 7 8 9 10|2 2 4 2 9 9 9 9 2 2|advmod nsubj det obj mark cop det amod ccomp punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-BB-03-16.npy|those who have never had a bit in their mouths can not think how bad it feels .~|0 1 2 3 4 5 6 7 8 9 10 11 13 14 15 16 17|12 4 4 4 0 6 4 9 9 4 12 12 14 12 16 14 12|nsubj nsubj aux advmod acl:relcl det obj case nmod:poss obl aux advmod mark ccomp nsubj acl:relcl punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-BB-03-18.npy|yes , very bad !~|0 1 2 4|3 3 3 3|discourse punct advmod punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-BB-03-21.npy|at length , one morning , my master got on my back and rode me round the meadow on the soft grass .~|0 1 2 3 4 5 6 7 9 10 11 12 13 14 15 16 17 18 19 20 21 22|1 8 8 4 8 8 7 8 11 11 8 13 8 13 17 17 13 21 21 21 13 8|case obl punct nummod obl:tmod punct nmod:poss nsubj case nmod:poss obl cc conj obj case det obl case det amod obl punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-BB-03-22.npy|it certainly did feel queer ; but i must say i felt rather proud to carry my master , and as he continued to ride me a little every day i soon became accustomed to it .~|0 1 2 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36|3 3 3 3 3 9 9 9 3 11 9 13 11 15 13 17 15 32 32 22 22 32 24 22 24 27 24 29 24 32 32 9 32 35 33 3|nsubj advmod aux xcomp punct cc nsubj aux conj nsubj ccomp advmod xcomp mark advcl nmod:poss obj punct cc mark nsubj advcl mark xcomp obj det obl:npmod det obl:tmod nsubj advmod conj xcomp case obl punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-BB-03-23.npy|the next unpleasant business was putting on the iron shoes ; that too was very hard at first .~|0 1 2 3 4 6 7 8 9 10 11 12 13 14 15 16 17 18|3 3 3 5 5 9 9 9 5 5 15 15 15 15 5 17 15 5|det amod amod nsubj aux case det compound obl punct nsubj advmod cop advmod parataxis case obl punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-BB-03-24.npy|my master went with me to the smith's forge , to see that i was not hurt or got any fright .~|0 1 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22|1 2 4 2 9 7 9 7 2 12 12 2 17 17 17 17 12 19 17 21 19 2|nmod:poss nsubj case obl case det nmod:poss case obl punct mark advcl mark nsubj:pass aux:pass advmod ccomp cc conj det obj punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-BB-03-25.npy|the blacksmith took my feet in his hand , one after the other , and cut away some of the hoof .~|0 1 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21|1 2 4 2 7 7 2 9 2 12 12 9 15 15 2 15 15 20 20 17 2|det nsubj nmod:poss obj case nmod:poss obl punct parataxis case det nmod punct cc conj compound:prt obj case det nmod punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-BB-03-26.npy|it did not pain me , so i stood still on three legs till he had done them all .~|0 1 2 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19|3 3 3 3 3 8 8 3 8 12 12 8 16 16 16 8 16 17 3|nsubj aux advmod obj punct advmod nsubj parataxis advmod case nummod obl mark nsubj aux advcl obj det punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-BB-03-27.npy|then he took a piece of iron the shape of my foot , and clapped it on , and drove some nails through the shoe quite into my hoof , so that the shoe was firmly on .~|0 1 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37|2 2 4 2 6 4 8 2 11 11 8 14 14 2 14 14 19 19 2 21 19 24 24 19 28 28 28 19 19 36 30 33 36 36 36 19 2|advmod nsubj det obj case nmod det obj case nmod:poss nmod punct cc conj obj compound:prt punct cc conj det obj case det obl advmod case nmod:poss obl punct mark fixed det nsubj cop advmod advcl punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-BB-03-28.npy|my feet felt very stiff and heavy , but in time i got used to it .~|0 1 3 4 5 6 7 8 9 10 11 12 13 14 15 16|1 2 4 2 6 4 13 13 10 13 13 13 2 15 13 2|nmod:poss nsubj advmod xcomp cc conj punct cc case obl nsubj:pass aux:pass conj case obl punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-BB-03-29.npy|and now having got so far , my master went on to break me to harness ; there were more new things to wear .~|0 1 2 3 4 5 6 7 8 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24|9 3 3 9 5 3 9 8 9 9 12 9 12 15 12 9 18 9 20 21 18 23 21 9|cc advmod aux advcl advmod advmod punct nmod:poss nsubj advmod mark advcl obj case obl punct expl parataxis advmod amod nsubj mark acl punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-BB-03-31.npy|i hated the crupper ; to have my long tail doubled up and poked through that strap was almost as bad as the bit .~|0 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24|1 3 1 1 6 1 9 9 6 6 10 13 6 16 16 13 20 20 20 1 23 23 20 1|nsubj det obj punct mark advcl nmod:poss amod obj xcomp compound:prt cc conj case det obl cop advmod advmod conj case det obl punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-BB-03-32.npy|i never felt more like kicking , but of course i could not kick such a good master , and so in time i got used to everything , and could do my work as well as my mother .~|0 1 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39|2 2 2 5 3 13 13 13 8 13 13 13 2 17 17 17 13 20 20 13 22 20 24 22 22 27 25 31 31 31 13 33 31 38 34 34 38 33 2|nsubj advmod obj mark advcl punct cc advmod fixed nsubj aux advmod conj det:predet det amod obj punct cc conj case obl nsubj acl:relcl acl:relcl case obl punct cc aux conj nmod:poss obj cc fixed fixed nmod:poss conj punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-BB-03-33.npy|i must not forget to mention one part of my training , which i have always considered a very great advantage .~|0 1 2 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21|3 3 3 5 3 7 5 10 10 7 16 16 16 16 16 10 20 19 20 16 3|nsubj aux advmod mark xcomp nummod obj case nmod:poss nmod punct obj nsubj aux advmod acl:relcl det advmod amod obj punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-BB-03-34.npy|my master sent me for a fortnight to a neighboring farmer's , who had a meadow which was skirted on one side by the railway .~|0 1 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26|1 2 2 6 6 2 10 10 10 2 10 14 14 10 16 14 19 19 16 22 22 19 25 25 19 2|nmod:poss nsubj obj case det obl case det amod obl case punct nsubj acl:relcl det obj nsubj:pass aux:pass acl:relcl case nummod obl case det obl punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-BB-03-35.npy|there were some sheep and cows , and i was turned in among them .~|0 2 3 4 5 6 7 8 9 10 11 12 13 14|1 3 1 5 3 10 10 10 10 1 10 13 10 1|expl det nsubj cc conj punct cc nsubj:pass aux:pass conj advmod case obl punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-BB-03-36.npy|i shall never forget the first train that ran by .~|0 1 2 4 5 6 7 8 9 10|3 3 3 6 6 3 8 6 8 3|nsubj aux advmod det amod obj nsubj acl:relcl advmod punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-BB-03-38.npy|i turned and galloped to the further side of the meadow as fast as i could go , and there i stood snorting with astonishment and fear .~|0 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27|1 3 1 7 7 7 3 10 10 7 12 1 16 16 16 12 21 21 21 21 1 21 24 22 26 24 1|nsubj cc conj case det amod obl case det nmod advmod advmod mark nsubj aux advcl punct cc advmod nsubj conj xcomp case obl cc conj punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-BB-03-39.npy|in the course of the day many other trains went by , some more slowly ; these drew up at the station close by , and sometimes made an awful shriek and groan before they stopped .~|0 1 2 3 4 5 6 7 8 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36|2 2 9 5 5 2 8 8 9 9 9 14 14 9 17 17 9 17 21 21 17 17 22 27 27 27 17 30 30 27 32 30 35 35 27 9|case det obl case det nmod amod amod nsubj obl punct advmod advmod advmod punct nsubj parataxis compound:prt case det obl advmod obl punct cc advmod conj det amod obj cc conj mark nsubj advcl punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-BB-03-40.npy|i thought it very dreadful , but the cows went on eating very quietly , and hardly raised their heads as the great black frightful thing came puffing and grinding past .~|0 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31|1 1 4 1 9 9 8 9 1 11 9 13 11 17 17 17 9 19 17 26 25 25 25 25 26 17 26 29 27 29 1|nsubj obj advmod xcomp punct cc det nsubj conj mark advcl advmod advmod punct cc advmod conj nmod:poss obj mark det amod amod amod nsubj advcl xcomp cc conj advmod punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-BB-03-42.npy|since then i have seen many horses much alarmed and restive at the sight or sound of a steam engine ; but thanks to my good master's care , i am as fearless at railway stations as in my own stable .~|0 1 2 3 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42|1 4 4 4 6 4 8 6 10 8 13 13 8 15 13 19 19 19 13 4 33 33 28 26 26 28 26 22 33 33 33 33 4 36 36 33 41 37 41 41 33 4|case obl nsubj aux amod obj advmod amod cc conj case det obl cc conj case det compound nmod punct cc obl:tmod case nmod:poss amod nmod:poss case nmod punct nsubj cop advmod conj case compound obl case fixed nmod:poss amod obl punct
